district,neighborhood,room,living room,area (m2),age,floor,price,neighbourhoodScore
 Fatih , Seyyid Omer,2,1,90,35,2,23000,D
 Atasehir , Ataturk,1,1,103,12,21,57000,E
 Beykoz , Kavacik,3,1,160,16,0,47000,B+
 Kagithane , Caglayan,3,1,130,15,2,25000,C+
 Silivri , Yeni,2,1,90,1,1,13500,B
 Maltepe , Girne,3,1,130,11,3,42000,B+
 Maltepe , Girne,3,1,130,11,3,42000,B+
 Adalar , Burgazada,2,1,75,21,1,37500,B+
 Beyoglu , Firuzaga,1,1,60,26,1,37000,B
 Esenyurt , Zafer,1,1,60,7,1,9000,C+
 Uskudar , Icadiye,2,1,70,25,1,22000,B+
 Kucukcekmece , Mehmet Akif,1,0,25,25,-1,5000,E
 Fatih , Sehremini,3,1,105,45,4,20000,C
 Maltepe , Yali,2,1,70,0,2,36000,C+
 Tuzla , Cami,2,1,110,30,1,18000,B+
 Uskudar , Bulgurlu,2,1,85,30,4,26000,B+
 Sisli , Merkez,2,1,90,25,2,42000,D
 Sisli , Merkez,2,1,100,3,21,75000,D
 Basaksehir , Ziya Gokalp,1,1,83,5,8,29000,C
 Bahcelievler , Soganli,3,1,115,25,1,26000,B
 Bakirkoy , Senlikkoy,4,1,220,20,2,80000,A
 Sariyer , Ayazaga,3,1,200,9,12,50000,C
 Bakirkoy , Kartaltepe,1,1,75,35,1,23000,D
 Uskudar , Murat Reis,1,1,50,0,0,30000,B+
 Bagcilar , Yavuz Selim,3,1,125,30,4,25000,E
 Sariyer , Huzur,1,1,55,4,11,58000,E
 Beylikduzu , Cumhuriyet,3,1,175,1,3,52000,D
 Beylikduzu , Baris,2,1,140,10,14,35000,B+
 Sisli , Gulbahar,3,1,120,25,2,24000,B+
 Kagithane , Hurriyet,3,1,185,2,8,55000,E
 Avcilar , Universite,2,1,100,5,2,6500,B
 Pendik , Yeni,3,1,135,5,2,35000,B
 Beyoglu , Istiklal,1,1,88,6,7,50000,D
 Bayrampasa , Orta,4,1,175,6,3,30000,E
 Cekmekoy , Mehmet Akif,2,1,90,5,5,26500,E
 Sisli , Ferikoy,2,1,110,47,2,39000,B
 Fatih , Koca Mustafapasa,2,1,65,35,1,16000,E
 Sisli , 19 Mayis,2,1,75,24,2,24000,
 Fatih , Seyyid Omer,1,1,55,31,-1,12000,D
 Kucukcekmece , Atakent,1,1,71,16,7,18000,C+
 Bahcelievler , Fevzi Cakmak,3,1,140,32,4,11000,E
 Beyoglu , Kilicali Pasa,1,1,70,60,0,29000,A+
 Silivri , Alibey,3,1,140,21,4,18000,C
 Basaksehir , Bahcesehir 1. Kisim,1,1,75,18,2,18000,B+
 Bagcilar , Gunesli,2,1,120,0,7,50000,C+
 Beykoz , Goztepe,3,1,130,25,3,18000,E
 Besiktas , Kultur,2,1,110,8,1,100000,A+
 Esenyurt , Akcaburgaz,2,1,90,5,2,13000,E
 Kagithane , Caglayan,2,1,80,5,0,15000,C+
 Beylikduzu , Adnan Kahveci,3,1,175,23,11,27000,B+
 Kagithane , Talatpasa,2,1,85,4,2,30000,D
 Beyoglu , Firuzaga,1,1,29,39,1,25000,B
 Bahcelievler , Cobancesme,1,1,60,25,0,10500,D
 Kucukcekmece , Atakent,3,1,152,15,5,36000,C+
 Kucukcekmece , Inonu,1,1,66,0,3,40000,E
 Kagithane , Sultan Selim,3,1,130,29,4,27000,D
 Maltepe , Basibuyuk,3,1,135,25,3,30000,C+
 Fatih , Sumbul Efendi,2,1,95,35,2,19900,E
 Eyupsultan , Islambey,2,1,95,7,1,22000,E
 Eyupsultan , Merkez,4,2,160,14,2,37500,D
 Fatih , Cerrahpasa,2,1,100,40,2,21000,C
 Sariyer , Maslak,2,1,160,6,2,140000,B+
 Bakirkoy , Kartaltepe,2,1,75,45,3,20000,D
 Beykoz , Soguksu,2,1,130,25,2,27000,C+
 Kucukcekmece , Tevfik Bey,2,1,100,27,4,14500,C+
 Gungoren , Gencosman,2,1,85,28,5,15000,E
 Sile , Akcakese,1,1,95,25,1,17000,B
 Pendik , Cinardere,3,1,140,31,3,18000,B
 Kagithane , Hamidiye,2,1,85,21,1,30000,E
 Bakirkoy , Senlikkoy,4,2,200,0,4,110000,A
 Kucukcekmece , Fevzi Cakmak,3,1,120,27,2,20000,E
 Sisli , Mecidiyekoy,2,1,75,15,0,18000,B+
 Maltepe , Idealtepe,1,1,45,2,1,32000,A
 Sisli , Mecidiyekoy,2,1,80,5,1,20000,B+
 Avcilar , Ambarli,2,1,90,0,4,27500,C+
 Beykoz , Soguksu,3,1,147,15,1,55000,C+
 Sariyer , Zekeriyakoy,2,1,120,30,0,55000,A
 Kucukcekmece , Atakent,2,1,90,30,15,25000,C+
 Uskudar , Valide-i Atik,3,1,110,35,1,30000,B+
 Avcilar , Cihangir,3,1,130,21,3,18000,B
 Kagithane , Harmantepe,1,1,70,25,2,15500,E
 Atasehir , Icerenkoy,3,1,125,26,1,39500,B+
 Besiktas , Levent,2,1,220,5,21,170000,A+
 Besiktas , Nisbetiye,5,1,350,3,21,525000,A+
 Sisli , Mecidiyekoy,2,1,95,27,5,22500,B+
 Fatih , Sehremini,3,1,115,40,3,20000,C
 Sisli , Mecidiyekoy,2,1,75,5,3,35000,B+
 Tuzla , Sifa,2,1,75,15,1,19000,C
 Sariyer , Buyukdere,1,1,80,20,2,15000,B+
 Sisli , Bozkurt,2,1,80,40,0,30000,B+
 Besiktas , Akat,1,1,85,31,1,63000,A+
 Sariyer , Sariyer Merkez,2,1,75,0,2,45000,B+
 Sariyer , Maslak,2,1,130,7,8,70000,B+
 Kucukcekmece , Cumhuriyet,2,1,95,30,1,15000,D
 Uskudar , Bulgurlu,3,1,100,20,2,30000,B+
 Kadikoy , Caferaga,2,1,85,31,2,55000,A+
 Bakirkoy , Senlikkoy,4,1,200,25,2,75000,A
 Avcilar , Cihangir,1,1,60,0,4,13000,B
 Kadikoy , Suadiye,2,1,100,8,6,75000,A+
 Kagithane , Celiktepe,2,1,110,16,3,40000,C
 Bahcelievler , Bahcelievler,2,1,90,40,0,25000,C+
 Fatih , Cerrahpasa,2,1,90,22,1,30000,C
 Eyupsultan , Gokturk Merkez,3,1,250,10,2,120000,B+
 Fatih , Koca Mustafapasa,1,1,60,40,2,13000,E
 Sisli , Mecidiyekoy,1,1,65,26,0,17000,B+
 Sisli , Bozkurt,2,1,120,40,1,35000,B+
 Adalar , Heybeliada,3,1,130,50,3,450000,B
 Kucukcekmece , Cennet,2,1,95,31,4,16000,B
 Bahcelievler , Sirinevler,3,2,150,0,4,40000,B
 Esenyurt , Ucevler,1,1,60,3,0,10000,C
 Umraniye , Necip Fazil,1,1,65,5,1,25500,E
 Bakirkoy , Basinkoy,2,1,110,26,0,40000,A
 Fatih , Seyyid Omer,1,1,75,30,4,21000,D
 Esenyurt , Mehtercesme,2,1,100,3,2,13000,C
 Avcilar , Denizkoskler,2,1,100,0,3,25000,B
 Uskudar , Zeynep Kamil,2,1,95,35,3,26000,C+
 Sariyer , Buyukdere,2,0,80,30,0,42000,B+
 Esenyurt , Akcaburgaz,2,1,110,4,1,17000,E
 Bahcelievler , Siyavuspasa,2,1,85,0,3,40000,C+
 Kucukcekmece , Gultepe,2,1,100,19,2,20000,E
 Fatih , Sehremini,2,1,85,31,-1,20000,C
 Fatih , Cibali,2,1,60,32,-1,26000,E
 Bakirkoy , Zuhuratbaba,3,1,140,28,1,40000,A+
 Beyoglu , Catma Mescit,1,1,60,34,4,25000,C
 Besiktas , Ulus,4,2,242,30,5,90000,C+
 Kadikoy , Goztepe,3,1,130,1,2,75000,E
 Basaksehir , Basaksehir,3,1,160,20,-3,42000,B
 Cekmekoy , Merkez,2,1,100,4,1,28000,D
 Basaksehir , Bahcesehir 2. Kisim,2,1,111,0,0,47500,B+
 Esenyurt , Akevler,1,1,70,5,12,15000,B
 Beylikduzu , Kavakli,2,1,127,4,6,38500,E
 Sultanbeyli , Mimar Sinan,4,1,145,0,6,28000,E
 Umraniye , Necip Fazil,2,1,90,0,2,30000,E
 Eyupsultan , Mithatpasa,6,1,350,16,0,190000,E
 Atasehir , Barbaros,4,1,200,11,10,120000,D
 Eyupsultan , Karadolap,2,1,110,5,6,35000,C
 Kartal , Gumuspinar,2,1,110,5,5,29000,C+
 Basaksehir , Bahcesehir 1. Kisim,3,1,156,16,14,36500,B+
 Kadikoy , Caddebostan,3,1,170,26,2,53000,A+
 Cekmekoy , Mehmet Akif,2,1,80,0,2,23000,E
 Atasehir , Icerenkoy,2,1,105,0,7,45000,B+
 Kadikoy , Fenerbahce,3,1,180,26,2,85000,A+
 Kartal , Gumuspinar,4,1,160,25,5,25000,C+
 Umraniye , Finanskent,1,1,61,1,7,40000,
 Bahcelievler , Yenibosna Merkez,3,1,148,5,10,50000,C+
 Sancaktepe , Yenidogan,2,1,120,11,1,20000,E
 Sisli , Ferikoy,2,1,85,35,3,26000,B
 Pendik , Cinardere,2,1,85,6,6,28500,B
 Tuzla , Yayla,2,1,100,1,1,29950,D
 Kagithane , Hurriyet,4,1,200,2,0,50500,E
 Silivri , Mimar Sinan,3,1,130,5,4,18000,E
 Esenyurt , Yesilkent,2,1,120,8,13,20000,E
 Sultanbeyli , Battalgazi,2,1,86,5,-3,18000,E
 Kucukcekmece , Yesilova,3,1,120,30,5,17000,C
 Beylikduzu , Dereagzi,3,1,130,4,2,35000,C
 Gungoren , Gencosman,2,1,100,25,4,25000,E
 Beylikduzu , Adnan Kahveci,2,1,100,15,2,25000,B+
 Pendik , Kaynarca,3,1,150,30,4,27000,C
 Eyupsultan , Mithatpasa,1,1,70,4,2,30000,E
 Maltepe , Baglarbasi,3,1,140,26,11,32000,C
 Umraniye , Ataturk,15,1,50,15,4,7500,E
 Uskudar , Guzeltepe,4,1,220,24,0,40000,B
 Cekmekoy , Tasdelen,2,1,100,5,3,27500,B
 Bahcelievler , Cobancesme,2,1,120,0,2,38000,D
 Sisli , Halide Edip Adivar,2,1,85,7,1,28000,C
 Uskudar , Kucuksu,4,1,165,0,1,62500,C+
 Bahcelievler , Bahcelievler,3,1,120,31,2,35000,C+
 Besiktas , Gayrettepe,3,1,240,11,5,100000,A+
 Kagithane , Merkez,2,1,105,4,3,48000,D
 Esenyurt , Mevlana,3,1,150,20,7,26500,E
 Avcilar , Yesilkent,2,1,120,12,1,12000,E
 Besiktas , Levent,1,1,120,11,14,160000,A+
 Umraniye , Site,4,2,180,20,4,26500,C
 Besiktas , Etiler,2,1,220,11,5,240000,A+
 Bahcelievler , Yenibosna Merkez,1,0,37,11,7,19000,C+
 Gungoren , Abdurrahman Nafiz Gurman,2,1,85,30,3,30000,B
 Esenyurt , Zafer,1,1,75,5,17,16000,C+
 Uskudar , Salacak,1,1,75,24,5,25500,A
 Esenyurt , Gokevler,1,1,50,12,1,9000,D
 Beylikduzu , Dereagzi,7,2,560,0,0,140000,C
 Kucukcekmece , Cumhuriyet,3,1,145,30,3,26000,D
 Beyoglu , Halicioglu,2,1,85,11,1,22000,D
 Sariyer , Ayazaga,2,1,105,4,0,75000,C
 Uskudar , Kucuksu,2,1,68,4,3,47000,C+
 Eyupsultan , Aksemsettin,3,1,120,3,0,32000,E
 Kucukcekmece , Kartaltepe,3,1,105,25,4,18000,D
 Bagcilar , Fatih,2,1,119,18,2,26000,E
 Kadikoy , 19 Mayis,3,1,125,31,6,40000,
 Kadikoy , Goztepe,3,2,168,1,4,95500,E
 Kartal , Petrolis,3,1,105,6,1,35500,B+
 Bakirkoy , Atakoy 7-8-9-10. Kisim,3,1,150,33,10,55000,A+
 Uskudar , Kucuksu,3,1,160,10,2,90000,C+
 Sisli , Kustepe,1,1,121,12,15,80000,E
 Buyukcekmece , Sinanoba,4,1,132,21,4,35000,A
 Sisli , Mecidiyekoy,1,1,50,4,2,25000,B+
 Esenyurt , Turgut Ozal,3,1,145,5,3,26500,D
 Esenyurt , Akcaburgaz,2,1,90,8,1,14000,E
 Pendik , Yenisehir,3,1,153,11,1,37500,E
 Fatih , Hirka-i Serif,1,1,75,30,3,25000,D
 Uskudar , Cengelkoy,5,2,295,15,3,250000,B
 Sariyer , Maslak,1,1,105,5,16,80000,B+
 Gaziosmanpasa , Karadeniz,1,1,71,5,4,35000,E
 Zeytinburnu , Kazlicesme,4,1,250,4,10,205000,C+
 Umraniye , Istiklal,3,1,130,17,6,30000,D
 Buyukcekmece , Celaliye,2,1,100,3,-3,15000,D
 Kagithane , Merkez,2,1,110,1,3,74000,D
 Beyoglu , Firuzaga,3,1,170,53,2,60000,B
 Sisli , Cumhuriyet,1,1,80,0,2,62000,D
 Beyoglu , Kilicali Pasa,5,1,250,95,4,175000,A+
 Sancaktepe , Emek,2,1,60,4,1,17000,D
 Fatih , Silivrikapi,2,1,82,35,1,19000,D
 Sisli , Ferikoy,1,1,75,40,-1,33000,B
 Fatih , Seyyid Omer,2,1,85,35,2,15000,D
 Umraniye , Ataturk,2,1,80,26,1,25000,E
 Besiktas , Cihannuma,3,1,100,45,2,30000,A
 Uskudar , Kucuksu,3,1,140,21,2,28000,C+
 Besiktas , Cihannuma,3,1,100,45,2,30000,A
 Uskudar , Kucuksu,3,1,140,21,2,28000,C+
 Bahcelievler , Bahcelievler,3,1,120,0,1,50000,C+
 Fatih , Sumbul Efendi,1,1,65,40,2,13000,E
 Sariyer , Maslak,2,1,125,11,2,70000,B+
 Maltepe , Altintepe,3,1,130,41,2,29000,A
 Sisli , Gulbahar,1,1,65,6,2,16500,B+
 Beyoglu , Kuloglu,1,363,30,40,3,18000,A
 Sariyer , Cumhuriyet,2,1,125,27,2,25000,D
 Beyoglu , Firuzaga,2,1,80,41,1,40000,B
 Silivri , Yeni,3,1,145,4,5,28000,B
 Cekmekoy , Eksioglu,2,1,85,2,2,22000,B
 Sisli , Fulya,3,1,90,40,1,40000,A
 Pendik , Sapan Baglari,2,1,100,30,2,14000,B
 Umraniye , Yamanevler,4,1,95,11,1,20000,D
 Sariyer , Ayazaga,2,1,100,25,1,22000,C
 Zeytinburnu , Merkezefendi,2,1,110,20,15,32000,D
 Kucukcekmece , Kemalpasa,2,1,85,20,0,12500,D
 Fatih , Seyyid Omer,1,1,70,35,0,14000,D
 Uskudar , Salacak,2,1,85,0,2,40000,A
 Sisli , Cumhuriyet,1,1,130,5,0,70000,D
 Maltepe , Altintepe,3,1,100,32,4,29750,A
 Basaksehir , Guvercintepe,3,1,100,0,1,18500,D
 Besiktas , Etiler,2,1,160,23,5,250000,A+
 Kagithane , Emniyet Evleri,2,1,95,25,2,300,B
 Beylikduzu , Yakuplu,1,1,65,0,2,240,E
 Sisli , Gulbahar,3,1,110,30,0,190,B+
 Sisli , Mecidiyekoy,2,1,80,31,1,290,B+
 Sisli , Gulbahar,2,1,55,8,1,180,B+
 Gaziosmanpasa , Yeni Mahalle,2,1,90,20,2,180,D
 Kadikoy , Egitim,1,1,70,45,2,195,A
 Maltepe , Cinar,2,1,105,0,2,460,D
 Kagithane , Sultan Selim,2,1,95,30,2,215,D
 Sisli , Pasa,3,1,110,25,2,230,C
 Kucukcekmece , Gultepe,2,1,100,26,2,200,E
 Kadikoy , Suadiye,2,1,90,6,5,620,A+
 Beyoglu , Cukur,2,1,102,50,2,250,E
 Kagithane , Caglayan,3,1,100,8,2,240,C+
 Silivri , Mimar Sinan,2,1,90,25,1,215,E
 Beyoglu , Firuzaga,1,0,65,40,5,400,B
 Kadikoy , Bostanci,3,1,120,0,1,600,A
 Esenyurt , Pinar,2,1,110,9,2,140,E
 Esenyurt , Pinar,2,1,100,9,2,150,E
 Maltepe , Baglarbasi,3,1,120,24,5,365,C
 Sisli , Gulbahar,3,1,100,29,0,215,B+
 Atasehir , Ornek,1,1,55,10,0,225,C+
 Basaksehir , Ziya Gokalp,1,1,80,11,21,200,C
 Sariyer , Ayazaga,1,1,65,18,1,250,C
 Uskudar , Murat Reis,1,1,50,0,0,250,B+
 Besiktas , Nisbetiye,3,1,350,13,12,3100,A+
 Cekmekoy , Alemdag,4,1,160,4,1,220,B+
 Bakirkoy , Senlikkoy,4,2,350,26,4,1250,A
 Eyupsultan , Mimar Sinan,3,1,187,1,1,1300,E
 Kartal , Hurriyet,2,1,100,9,1,240,E
 Sariyer , Maslak,2,1,115,7,7,700,B+
 Kagithane , Gursel,1,1,75,20,-1,160,B
 Sisli , Pasa,2,1,85,31,2,220,C
 Sisli , Mecidiyekoy,2,1,72,5,-1,210,B+
 Sultangazi , Cebeci,2,1,95,21,4,185,E
 Buyukcekmece , Pinartepe,3,1,190,5,0,450,B
 Sile , Kumbaba,3,1,145,5,0,450,A
 Sisli , Duatepe,3,1,100,35,1,300,B+
 Beykoz , Pasabahce,2,1,130,30,2,350,C+
 Atasehir , Icerenkoy,2,1,100,35,3,260,B+
 Fatih , Cerrahpasa,1,1,65,37,-1,130,C
 Atasehir , Esatpasa,1,1,65,5,1,245,E
 Sariyer , Maslak,1,1,100,7,4,480,B+
 Sariyer , Maslak,4,1,255,5,12,1300,B+
 Kucukcekmece , Atakent,3,1,152,15,5,350,C+
 Kagithane , Sultan Selim,2,1,120,29,3,200,D
 Kagithane , Sultan Selim,2,1,120,29,3,200,D
 Tuzla , Mimar Sinan,3,1,125,7,9,280,E
 Uskudar , Salacak,2,0,85,0,2,400,A
 Kadikoy , Acibadem,2,1,95,30,0,300,A+
 Sisli , Halide Edip Adivar,3,1,130,16,3,300,C
 Kadikoy , Rasimpasa,2,1,70,25,1,3175,A+
 Bayrampasa , Vatan,3,1,110,14,-1,220,E
 Kucukcekmece , Yesilova,2,1,85,8,1,210,C
 Atasehir , Icerenkoy,3,1,135,27,1,320,B+
 Maltepe , Cevizli,2,1,90,5,1,370,C+
 Bahcelievler , Siyavuspasa,2,1,115,31,5,150,C+
 Sariyer , Istinye,3,1,120,26,2,430,B
 Eyupsultan , Merkez,2,1,100,11,6,400,D
 Sisli , Eskisehir,2,1,75,4,0,180,C
 Bahcelievler , Sirinevler,2,1,100,35,4,165,B
 Beykoz , Cubuklu,3,1,160,25,4,350,D
 Bakirkoy , Kartaltepe,2,1,105,31,5,205,D
 Kagithane , Yesilce,1,1,60,5,1,350,C+
 Sisli , Mecidiyekoy,2,1,75,5,1,200,B+
 Avcilar , Ambarli,3,1,110,26,2,150,C+
 Fatih , Mevlanakapi,1,1,65,40,-1,100,E
 Maltepe , Basibuyuk,2,1,120,21,4,200,C+
 Cekmekoy , Alemdag,2,1,80,2,1,180,B+
 Beyoglu , Kalyoncu Kullugu,1,1,70,40,1,200,C
 Silivri , Yeni,3,1,130,1,2,300,B
 Besiktas , Levent,1,1,50,1,3,450,A+
 Beyoglu , Kocatepe,4,1,220,35,2,550,E
 Beylikduzu , Sahil,2,1,100,4,2,180,D
 Kagithane , Celiktepe,1,1,72,25,0,160,C
 Uskudar , Salacak,3,1,150,45,4,450,A
 Bakirkoy , Kartaltepe,2,1,100,31,5,210,D
 Sariyer , Zekeriyakoy,1,1,80,6,0,550,A
 Fatih , Haseki Sultan,1,1,65,39,-1,150,C+
 Sisli , Kustepe,2,1,76,4,3,250,E
 Avcilar , Ambarli,2,1,80,36,1,220,C+
 Fatih , Koca Mustafapasa,1,1,65,40,2,150,E
 Sariyer , Maslak,3,1,170,14,20,850,B+
 Sisli , Merkez,2,1,75,28,1,230,D
 Sisli , Cumhuriyet,2,1,85,200,2,290,D
 Eyupsultan , Mithatpasa,6,2,420,6,4,950,E
 Sisli , Mesrutiyet,3,1,110,25,5,425,B+
 Bahcelievler , Soganli,2,1,90,35,3,245,B
 Fatih , Aksaray,1,1,61,39,2,200,E
 Esenyurt , Cinar,2,1,95,3,0,90,D
 Sisli , Merkez,3,1,160,25,1,650,D
 Sisli , Mecidiyekoy,1,0,40,11,1,170,B+
 Bakirkoy , Zuhuratbaba,3,1,130,9,4,520,A+
 Sisli , Mecidiyekoy,1,1,65,30,3,185,B+
 Kadikoy , Suadiye,1,1,65,16,5,550,A+
 Gaziosmanpasa , Yeni Mahalle,2,1,90,30,0,150,D
 Besiktas , Cihannuma,3,1,145,35,3,1200,A
 Kagithane , Hurriyet,2,1,110,25,2,245,E
 Avcilar , Denizkoskler,3,1,85,18,-1,85,B
 Kucukcekmece , Yesilova,2,1,115,20,5,170,C
 Kagithane , Telsizler,2,1,95,5,2,265,C+
 Kucukcekmece , Kartaltepe,2,1,100,10,1,235,D
 Uskudar , Ahmediye,2,1,45,40,1,250,C
 Sariyer , Sariyer Merkez,3,1,120,20,0,250,B+
 Bahcelievler , Bahcelievler,2,1,90,40,0,250,C+
 Kagithane , Seyrantepe,1,0,45,5,6,350,C+
 Sultanbeyli , Battalgazi,4,1,135,1,5,250,E
 Besiktas , Etiler,3,1,100,45,1,500,A+
 Beylikduzu , Cumhuriyet,3,1,140,18,2,200,D
 Beyoglu , Gumussuyu,1,1,50,15,1,300,C+
 Gungoren , Guven,2,1,90,35,4,180,C+
 Bakirkoy , Senlikkoy,4,2,350,16,4,1200,A
 Maltepe , Cevizli,4,1,280,30,4,600,C+
 Besiktas , Nisbetiye,2,1,120,31,10,600,A+
 Atasehir , Kayisdagi,2,1,75,15,2,240,B
 Maltepe , Altintepe,1,1,68,7,1,400,A
 Beykoz , Kavacik,3,1,190,21,2,780,B+
 Maltepe , Altintepe,1,1,68,7,1,400,A
 Beykoz , Kavacik,3,1,190,21,2,780,B+
 Sisli , Ergenekon,3,1,140,35,1,300,B+
 Sile , Cavus,2,1,95,0,-1,240,C+
 Eyupsultan , Mithatpasa,1,1,70,3,1,400,E
 Besiktas , Turkali,1,1,49,40,1,200,A
 Sariyer , Bahcekoy Merkez,3,1,170,22,3,320,B
 Esenyurt , Yesilkent,1,1,80,4,6,120,E
 Kagithane , Sirintepe,2,1,78,4,2,185,D
 Eyupsultan , Gokturk Merkez,3,1,210,10,3,1200,B+
 Sisli , Mesrutiyet,3,1,140,35,2,470,B+
 Sisli , Yayla,3,1,170,10,3,400,D
 Kagithane , Ortabayir,1,1,70,20,1,220,C+
 Kucukcekmece , Gultepe,1,1,65,1,0,160,E
 Esenyurt , Balikyolu,3,1,130,6,3,150,E
 Sisli , Kustepe,2,1,90,5,1,150,E
 Kadikoy , Goztepe,3,1,120,5,12,925,E
 Kagithane , Emniyet Evleri,2,1,80,28,3,240,B
 Kucukcekmece , Atakent,1,1,70,20,4,200,C+
 Eyupsultan , Sakarya,2,1,72,4,1,280,E
 Kartal , Yunus,2,1,125,5,9,350,C+
 Kadikoy , Caddebostan,3,1,180,30,8,1300,A+
 Uskudar , Valide-i Atik,2,1,80,15,1,290,B+
 Besiktas , Gayrettepe,2,1,95,30,0,300,A+
 Kartal , Yakacik Carsi,2,1,87,4,5,300,B
 Kucukcekmece , Atakent,2,1,80,21,15,250,C+
 Esenyurt , Sultaniye,2,1,90,6,0,120,D
 Kucukcekmece , Mehmet Akif,2,1,90,21,6,120,E
 Pendik , Gullu Baglar,3,1,120,4,1,250,D
 Esenyurt , Suleymaniye,2,1,100,5,4,130,D
 Basaksehir , Bahcesehir 1. Kisim,3,1,156,16,14,365,B+
 Atasehir , Ornek,1,1,65,5,3,270,C+
 Eyupsultan , Karadolap,1,1,60,5,6,230,C
 Maltepe , Findikli,2,1,130,11,8,320,C+
 Cekmekoy , Sultanciftligi,3,1,148,11,2,360,E
 Basaksehir , Basaksehir,2,1,81,3,12,340,B
 Kadikoy , Erenkoy,3,1,130,6,2,750,A
 Bakirkoy , Osmaniye,1,1,120,10,4,300,B+
 Sile , Cavus,2,1,85,16,1,200,C+
 Sisli , Fulya,3,1,125,25,1,320,A
 Kucukcekmece , Atakent,3,1,120,25,1,500,C+
 Kagithane , Hurriyet,3,1,100,0,1,355,E
 Sisli , Gulbahar,3,1,130,8,5,280,B+
 Kadikoy , Fenerbahce,3,1,175,3,3,1100,A+
 Sancaktepe , Kemal Turkler,1,1,70,11,0,250,E
 Beylikduzu , Kavakli,2,1,120,4,2,270,E
 Beylikduzu , Kavakli,2,1,120,4,2,270,E
 Bahcelievler , Bahcelievler,3,1,120,31,2,350,C+
 Kagithane , Hurriyet,3,1,220,5,8,550,E
 Sisli , Duatepe,3,1,130,30,2,400,B+
 Uskudar , Guzeltepe,3,1,110,3,1,500,B
 Pendik , Kurtkoy,2,1,75,23,4,230,C
 Kadikoy , Merdivenkoy,3,1,150,30,2,400,A
 Bahcelievler , Yenibosna Merkez,4,1,190,11,3,650,C+
 Sariyer , Ayazaga,1,1,86,5,5,600,C
 Kadikoy , Merdivenkoy,2,1,95,0,1,500,A
 Kartal , Ugur Mumcu,3,1,130,30,5,230,D
 Sisli , Esentepe,1,1,110,15,5,950,D
 Atasehir , Kayisdagi,1,1,50,0,1,290,B
 Kadikoy , Goztepe,3,1,223,5,7,1500,E
 Tuzla , Aydinli,3,1,160,4,4,300,B
 Bakirkoy , Kartaltepe,2,1,95,30,0,250,D
 Sariyer , Ayazaga,2,1,105,4,10,700,C
 Uskudar , Kucuksu,7,2,450,24,4,1500,C+
 Kadikoy , Erenkoy,3,1,160,26,8,500,A
 Kadikoy , Suadiye,3,1,170,31,4,1200,A+
 Bakirkoy , Yesilkoy,3,1,130,35,0,500,A+
 Bahcelievler , Siyavuspasa,2,1,75,20,5,200,C+
 Beylikduzu , Sahil,4,2,250,2,3,495,D
 Zeytinburnu , Kazlicesme,3,1,181,4,12,1700,C+
 Kucukcekmece , Cumhuriyet,2,1,80,50,0,155,D
 Sisli , Fulya,5,1,250,28,4,500,A
 Sisli , Bozkurt,2,1,85,40,1,250,B+
 Sisli , Merkez,2,1,120,40,1,320,D
 Adalar , Heybeliada,3,1,130,50,2,4500,B
 Silivri , Mimar Sinan,2,1,80,5,1,150,E
 Kadikoy , Osmanaga,2,1,60,25,4,420,A
 Kucukcekmece , Yeni Mahalle,1,1,80,5,0,130,D
 Bahcelievler , Sirinevler,3,1,135,25,4,160,B
 Beyoglu , Purtelas Hasan Efendi,1,1,85,60,4,1050,A
 Cekmekoy , Hamidiye,1,2,125,14,5,360,E
 Beyoglu , Kalyoncu Kullugu,1,1,60,20,2,230,C
 Kartal , Orta,1,0,45,5,8,1915,E
 Umraniye , Ataturk,3,2,140,21,4,320,E
 Bagcilar , Demirkapi,2,1,110,26,3,180,D
 Beylikduzu , Yakuplu,2,1,100,9,3,190,E
 Besiktas , Visnezade,1,1,140,16,4,1100,A+
 Fatih , Mevlanakapi,2,1,85,35,2,180,E
 Sariyer , Kirecburnu,2,1,100,25,1,250,C+
 Uskudar , Aziz Mahmut Hudayi,2,1,85,31,2,250,A
 Kagithane , Emniyet Evleri,3,1,160,25,1,490,B
 Sisli , Mecidiyekoy,1,1,65,30,2,180,B+
 Beykoz , Ruzgarlibahce,2,1,110,20,3,260,E
 Kucukcekmece , Yesilova,1,1,70,4,3,250,C
 Silivri , Mimar Sinan,2,1,90,0,0,150,E
 Kadikoy , Egitim,1,1,70,45,3,180,A
 Besiktas , Etiler,2,1,110,40,3,500,A+
 Kucukcekmece , Yesilova,1,1,65,12,1,190,C
 Kucukcekmece , Atakent,1,1,47,13,5,250,C+
 Sisli , Cumhuriyet,1,1,88,5,14,540,D
 Maltepe , Altintepe,2,1,75,1,2,400,A
 Maltepe , Feyzullah,3,1,145,21,3,380,A
 Esenyurt , Hurriyet,2,1,110,6,1,130,E
 Kucukcekmece , Istasyon,1,1,73,13,9,240,B+
 Sariyer , Maslak,3,1,175,4,3,800,B+
 Bayrampasa , Muratpasa,2,1,70,45,1,150,E
 Sariyer , Tarabya,3,1,120,20,5,470,A+
 Kadikoy , Suadiye,4,1,285,24,2,1650,A+
 Fatih , Cerrahpasa,2,1,85,40,2,180,C
 Fatih , Sehremini,3,1,100,35,2,200,C
 Bakirkoy , Yesilkoy,2,1,100,5,1,600,A+
 Besiktas , Cihannuma,1,1,60,45,4,255,A
